Tiempo;Abs;patogeno;Probiotico;Muestra
7;0.1922;H.influenzae;;LECHE
7;0.1768;H.influenzae;;LECHE
7;0.2342;H.influenzae;M13;HECES
7;0.2242;H.influenzae;;HECES
7;0.2269;H.influenzae;;HECES
7;0.2252;H.influenzae;M14;HECES
7;0.2324;H.influenzae;;HECES
7;0.1804;H.influenzae;;HECES
7;0.1309;H.influenzae;M15;LECHE
7;0.1221;H.influenzae;;LECHE
7;0.1237;H.influenzae;;LECHE
7;0.1839;H.influenzae;M16;HECES
7;0.1840;H.influenzae;;HECES
7;0.1765;H.influenzae;;HECES
7;0.2155;H.influenzae;M17;HECES
7;0.2485;H.influenzae;;HECES
7;0.2209;H.influenzae;;HECES
7;0.2556;H.influenzae;M18;HECES
7;0.3217;H.influenzae;;HECES
7;0.1407;H.influenzae;;HECES
7;0.1902;H.influenzae;M19;HECES
7;0.1923;H.influenzae;;HECES
7;0.2991;H.influenzae;;HECES
7;0.1884;H.influenzae;M20;HECES
7;0.2047;H.influenzae;;HECES
7;0.1591;H.influenzae;;HECES
7;0.1747;H.influenzae;M21;LECHE
7;0.1719;H.influenzae;;LECHE
7;0.1697;H.influenzae;;LECHE
7;0.5396;H.influenzae;M22;HECES
7;0.6437;H.influenzae;;HECES
7;0.6020;H.influenzae;;HECES
7;0.5396;H.influenzae;M23;LECHE
7;0.4144;H.influenzae;;LECHE
7;0.6154;H.influenzae;;LECHE
7;0.2429;H.influenzae;M24;LECHE
7;0.2323;H.influenzae;;LECHE
7;0.2306;H.influenzae;;LECHE
7;0.1241;H.influenzae;M25;HECES
7;0.1246;H.influenzae;;HECES
7;0.1250;H.influenzae;;HECES
7;0.1249;H.influenzae;M26;HECES
7;0.1244;H.influenzae;;HECES
7;0.1266;H.influenzae;;HECES
7;0.1236;H.influenzae;M27;LECHE
7;0.1212;H.influenzae;;LECHE
7;0.1221;H.influenzae;;LECHE
7;0.1223;H.influenzae;M28;LECHE
7;0.1218;H.influenzae;;LECHE
7;0.1279;H.influenzae;;LECHE
7;0.1770;H.influenzae;M29;HECES
7;0.1777;H.influenzae;;HECES
7;0.1635;H.influenzae;;HECES
7;0.1755;H.influenzae;M30;LECHE
7;0.1746;H.influenzae;;LECHE
7;0.1768;H.influenzae;;LECHE
7;0.1508;H.influenzae;M31;HECES
7;0.1531;H.influenzae;;HECES
7;0.1539;H.influenzae;;HECES
7;0.1514;H.influenzae;M32;LECHE
7;0.1540;H.influenzae;;LECHE
7;0.1514;H.influenzae;;LECHE
7;0.4918;H.influenzae;M33;LECHE
7;0.2109;H.influenzae;;LECHE
7;0.2077;H.influenzae;;LECHE
7;0.1533;H.influenzae;M34;LECHE
7;0.1532;H.influenzae;;LECHE
7;0.1530;H.influenzae;;LECHE
8;0.1988;H.influenzae;M1;HECES
8;0.1801;H.influenzae;;HECES
8;0.1926;H.influenzae;;HECES
8;0.1941;H.influenzae;M2;HECES
8;0.1845;H.influenzae;;HECES
8;0.1684;H.influenzae;;HECES
8;0.2054;H.influenzae;M3;HECES
8;0.2120;H.influenzae;;HECES
8;0.1896;H.influenzae;;HECES
8;0.1481;H.influenzae;M4;HECES
8;0.1527;H.influenzae;;HECES
8;0.1701;H.influenzae;;HECES
8;0.1377;H.influenzae;M5;LECHE
8;0.1345;H.influenzae;;LECHE
8;0.1604;H.influenzae;;LECHE
8;0.1492;H.influenzae;M6;LECHE
8;0.1480;H.influenzae;;LECHE
8;0.1526;H.influenzae;;LECHE
8;0.1723;H.influenzae;M7;HECES
8;0.1714;H.influenzae;;HECES
8;0.1617;H.influenzae;;HECES
8;0.1503;H.influenzae;M8;LECHE
8;0.1529;H.influenzae;;LECHE
8;0.1996;H.influenzae;;LECHE
8;0.2101;H.influenzae;M9;HECES
8;0.2144;H.influenzae;;HECES
8;0.3157;H.influenzae;;HECES
8;0.2690;H.influenzae;M10;HECES
8;0.3195;H.influenzae;;HECES
8;0.3138;H.influenzae;;HECES
8;0.1835;H.influenzae;M11;LECHE
8;0.1894;H.influenzae;;LECHE
8;0.1783;H.influenzae;;LECHE
8;0.1895;H.influenzae;M12;LECHE
8;0.1956;H.influenzae;;LECHE
8;0.1758;H.influenzae;;LECHE
8;0.2370;H.influenzae;M13;HECES
8;0.2255;H.influenzae;;HECES
8;0.2277;H.influenzae;;HECES
8;0.2330;H.influenzae;M14;HECES
8;0.2416;H.influenzae;;HECES
8;0.1845;H.influenzae;;HECES
8;0.1303;H.influenzae;M15;LECHE
8;0.1219;H.influenzae;;LECHE
8;0.1243;H.influenzae;;LECHE
8;0.1859;H.influenzae;M16;HECES
8;0.1851;H.influenzae;;HECES
8;0.1778;H.influenzae;;HECES
8;0.2232;H.influenzae;M17;HECES
8;0.2555;H.influenzae;;HECES
8;0.2261;H.influenzae;;HECES
8;0.2609;H.influenzae;M18;HECES
8;0.3270;H.influenzae;;HECES
8;0.1443;H.influenzae;;HECES
8;0.1909;H.influenzae;M19;HECES
8;0.1902;H.influenzae;;HECES
8;0.3322;H.influenzae;;HECES
8;0.1902;H.influenzae;M20;HECES
8;0.2059;H.influenzae;;HECES
8;0.1705;H.influenzae;;HECES
8;0.1799;H.influenzae;M21;LECHE
8;0.1733;H.influenzae;;LECHE
8;0.1748;H.influenzae;;LECHE
8;0.5524;H.influenzae;M22;HECES
8;0.6575;H.influenzae;;HECES
8;0.6271;H.influenzae;;HECES
8;0.5524;H.influenzae;M23;LECHE
8;0.4325;H.influenzae;;LECHE
8;0.6436;H.influenzae;;LECHE
8;0.2437;H.influenzae;M24;LECHE
8;0.2333;H.influenzae;;LECHE
8;0.2316;H.influenzae;;LECHE
8;0.1249;H.influenzae;M25;HECES
8;0.1249;H.influenzae;;HECES
8;0.1254;H.influenzae;;HECES
8;0.1244;H.influenzae;M26;HECES
8;0.1245;H.influenzae;;HECES
8;0.1271;H.influenzae;;HECES
8;0.1230;H.influenzae;M27;LECHE
8;0.1210;H.influenzae;;LECHE
8;0.1228;H.influenzae;;LECHE
8;0.1214;H.influenzae;M28;LECHE
8;0.1216;H.influenzae;;LECHE
8;0.1280;H.influenzae;;LECHE
8;0.1793;H.influenzae;M29;HECES
8;0.1791;H.influenzae;;HECES
8;0.1635;H.influenzae;;HECES
8;0.1775;H.influenzae;M30;LECHE
8;0.1774;H.influenzae;;LECHE
8;0.1779;H.influenzae;;LECHE
8;0.1511;H.influenzae;M31;HECES
8;0.1527;H.influenzae;;HECES
8;0.1534;H.influenzae;;HECES
8;0.1506;H.influenzae;M32;LECHE
8;0.1551;H.influenzae;;LECHE
8;0.1512;H.influenzae;;LECHE
8;0.5007;H.influenzae;M33;LECHE
8;0.2114;H.influenzae;;LECHE
8;0.2093;H.influenzae;;LECHE
8;0.1543;H.influenzae;M34;LECHE
8;0.1528;H.influenzae;;LECHE
8;0.1543;H.influenzae;;LECHE
9;0.2023;H.influenzae;M1;HECES
9;0.1829;H.influenzae;;HECES
9;0.2062;H.influenzae;;HECES
9;0.1989;H.influenzae;M2;HECES
9;0.1863;H.influenzae;;HECES
9;0.1754;H.influenzae;;HECES
9;0.1996;H.influenzae;M3;HECES
9;0.2160;H.influenzae;;HECES
9;0.2046;H.influenzae;;HECES
9;0.1546;H.influenzae;M4;HECES
9;0.1552;H.influenzae;;HECES
9;0.1690;H.influenzae;;HECES
9;0.1385;H.influenzae;M5;LECHE
9;0.1343;H.influenzae;;LECHE
9;0.1604;H.influenzae;;LECHE
9;0.1496;H.influenzae;M6;LECHE
9;0.1483;H.influenzae;;LECHE
9;0.1528;H.influenzae;;LECHE
9;0.1748;H.influenzae;M7;HECES
9;0.1740;H.influenzae;;HECES
9;0.1625;H.influenzae;;HECES
9;0.1529;H.influenzae;M8;LECHE
9;0.1537;H.influenzae;;LECHE
9;0.2068;H.influenzae;;LECHE
9;0.2190;H.influenzae;M9;HECES
9;0.2228;H.influenzae;;HECES
9;0.3463;H.influenzae;;HECES
9;0.2737;H.influenzae;M10;HECES
9;0.3161;H.influenzae;;HECES
9;0.3451;H.influenzae;;HECES
9;0.1846;H.influenzae;M11;LECHE
9;0.1884;H.influenzae;;LECHE
9;0.1792;H.influenzae;;LECHE
9;0.1900;H.influenzae;M12;LECHE
9;0.1956;H.influenzae;;LECHE
9;0.1750;H.influenzae;;LECHE
9;0.2379;H.influenzae;M13;HECES
9;0.2249;H.influenzae;;HECES
9;0.2281;H.influenzae;;HECES
9;0.2359;H.influenzae;M14;HECES
9;0.2436;H.influenzae;;HECES
9;0.1903;H.influenzae;;HECES
9;0.1319;H.influenzae;M15;LECHE
9;0.1225;H.influenzae;;LECHE
9;0.1248;H.influenzae;;LECHE
9;0.1857;H.influenzae;M16;HECES
9;0.1861;H.influenzae;;HECES
9;0.1800;H.influenzae;;HECES
9;0.2287;H.influenzae;M17;HECES
9;0.2593;H.influenzae;;HECES
9;0.2298;H.influenzae;;HECES
9;0.2617;H.influenzae;M18;HECES
9;0.3265;H.influenzae;;HECES
9;0.1463;H.influenzae;;HECES
9;0.1926;H.influenzae;M19;HECES
9;0.1923;H.influenzae;;HECES
9;0.3602;H.influenzae;;HECES
9;0.1914;H.influenzae;M20;HECES
9;0.2062;H.influenzae;;HECES
9;0.1810;H.influenzae;;HECES
9;0.1766;H.influenzae;M21;LECHE
9;0.1730;H.influenzae;;LECHE
9;0.1805;H.influenzae;;LECHE
9;0.5880;H.influenzae;M22;HECES
9;0.6965;H.influenzae;;HECES
9;0.6380;H.influenzae;;HECES
9;0.5880;H.influenzae;M23;LECHE
9;0.4238;H.influenzae;;LECHE
9;0.6586;H.influenzae;;LECHE
9;0.2435;H.influenzae;M24;LECHE
9;0.2323;H.influenzae;;LECHE
9;0.2328;H.influenzae;;LECHE
9;0.1265;H.influenzae;M25;HECES
9;0.1247;H.influenzae;;HECES
9;0.1264;H.influenzae;;HECES
9;0.1250;H.influenzae;M26;HECES
9;0.1252;H.influenzae;;HECES
9;0.1261;H.influenzae;;HECES
9;0.1234;H.influenzae;M27;LECHE
9;0.1222;H.influenzae;;LECHE
9;0.1244;H.influenzae;;LECHE
9;0.1235;H.influenzae;M28;LECHE
9;0.1232;H.influenzae;;LECHE
9;0.1294;H.influenzae;;LECHE
9;0.1795;H.influenzae;M29;HECES
9;0.1794;H.influenzae;;HECES
9;0.1639;H.influenzae;;HECES
9;0.1770;H.influenzae;M30;LECHE
9;0.1777;H.influenzae;;LECHE
9;0.1789;H.influenzae;;LECHE
9;0.1526;H.influenzae;M31;HECES
9;0.1541;H.influenzae;;HECES
9;0.1567;H.influenzae;;HECES
9;0.1518;H.influenzae;M32;LECHE
9;0.1550;H.influenzae;;LECHE
9;0.1516;H.influenzae;;LECHE
9;0.5068;H.influenzae;M33;LECHE
9;0.2116;H.influenzae;;LECHE
9;0.2084;H.influenzae;;LECHE
9;0.1556;H.influenzae;M34;LECHE
9;0.1555;H.influenzae;;LECHE
9;0.1556;H.influenzae;;LECHE
10;0.2064;H.influenzae;M1;HECES
10;0.1818;H.influenzae;;HECES
10;0.2169;H.influenzae;;HECES
10;0.1884;H.influenzae;M2;HECES
10;0.1869;H.influenzae;;HECES
10;0.1841;H.influenzae;;HECES
10;0.2031;H.influenzae;M3;HECES
10;0.2148;H.influenzae;;HECES
10;0.2178;H.influenzae;;HECES
10;0.1604;H.influenzae;M4;HECES
10;0.1545;H.influenzae;;HECES
10;0.1693;H.influenzae;;HECES
10;0.1382;H.influenzae;M5;LECHE
10;0.1336;H.influenzae;;LECHE
10;0.1607;H.influenzae;;LECHE
10;0.1490;H.influenzae;M6;LECHE
10;0.1487;H.influenzae;;LECHE
10;0.1532;H.influenzae;;LECHE
10;0.1772;H.influenzae;M7;HECES
10;0.1738;H.influenzae;;HECES
10;0.1614;H.influenzae;;HECES
10;0.1546;H.influenzae;M8;LECHE
10;0.1549;H.influenzae;;LECHE
10;0.2146;H.influenzae;;LECHE
10;0.2270;H.influenzae;M9;HECES
10;0.2283;H.influenzae;;HECES
10;0.3823;H.influenzae;;HECES
10;0.2701;H.influenzae;M10;HECES
10;0.3112;H.influenzae;;HECES
10;0.3707;H.influenzae;;HECES
10;0.1860;H.influenzae;M11;LECHE
10;0.1894;H.influenzae;;LECHE
10;0.1820;H.influenzae;;LECHE
10;0.1905;H.influenzae;M12;LECHE
10;0.1973;H.influenzae;;LECHE
10;0.1774;H.influenzae;;LECHE
10;0.2391;H.influenzae;M13;HECES
10;0.2242;H.influenzae;;HECES
10;0.2287;H.influenzae;;HECES
10;0.2352;H.influenzae;M14;HECES
10;0.2383;H.influenzae;;HECES
10;0.1976;H.influenzae;;HECES
10;0.1316;H.influenzae;M15;LECHE
10;0.1220;H.influenzae;;LECHE
10;0.1249;H.influenzae;;LECHE
10;0.1865;H.influenzae;M16;HECES
10;0.1876;H.influenzae;;HECES
10;0.1811;H.influenzae;;HECES
10;0.2326;H.influenzae;M17;HECES
10;0.2565;H.influenzae;;HECES
10;0.2365;H.influenzae;;HECES
10;0.2557;H.influenzae;M18;HECES
10;0.3198;H.influenzae;;HECES
10;0.1472;H.influenzae;;HECES
10;0.1919;H.influenzae;M19;HECES
10;0.1904;H.influenzae;;HECES
10;0.3767;H.influenzae;;HECES
10;0.1920;H.influenzae;M20;HECES
10;0.2040;H.influenzae;;HECES
10;0.1882;H.influenzae;;HECES
10;0.1784;H.influenzae;M21;LECHE
10;0.1734;H.influenzae;;LECHE
10;0.1879;H.influenzae;;LECHE
10;0.5975;H.influenzae;M22;HECES
10;0.7085;H.influenzae;;HECES
10;0.6506;H.influenzae;;HECES
10;0.5975;H.influenzae;M23;LECHE
10;0.4153;H.influenzae;;LECHE
10;0.6708;H.influenzae;;LECHE
10;0.2447;H.influenzae;M24;LECHE
10;0.2327;H.influenzae;;LECHE
10;0.2336;H.influenzae;;LECHE
10;0.1266;H.influenzae;M25;HECES
10;0.1256;H.influenzae;;HECES
10;0.1261;H.influenzae;;HECES
10;0.1256;H.influenzae;M26;HECES
10;0.1260;H.influenzae;;HECES
10;0.1273;H.influenzae;;HECES
10;0.1233;H.influenzae;M27;LECHE
10;0.1222;H.influenzae;;LECHE
10;0.1242;H.influenzae;;LECHE
10;0.1231;H.influenzae;M28;LECHE
10;0.1218;H.influenzae;;LECHE
10;0.1307;H.influenzae;;LECHE
10;0.1796;H.influenzae;M29;HECES
10;0.1797;H.influenzae;;HECES
10;0.1634;H.influenzae;;HECES
10;0.1782;H.influenzae;M30;LECHE
10;0.1790;H.influenzae;;LECHE
10;0.1810;H.influenzae;;LECHE
10;0.1533;H.influenzae;M31;HECES
10;0.1549;H.influenzae;;HECES
10;0.1559;H.influenzae;;HECES
10;0.1520;H.influenzae;M32;LECHE
10;0.1557;H.influenzae;;LECHE
10;0.1519;H.influenzae;;LECHE
10;0.5141;H.influenzae;M33;LECHE
10;0.2118;H.influenzae;;LECHE
10;0.2099;H.influenzae;;LECHE
10;0.1562;H.influenzae;M34;LECHE
10;0.1540;H.influenzae;;LECHE
10;0.1560;H.influenzae;;LECHE
11;0.2065;H.influenzae;M1;HECES
11;0.1830;H.influenzae;;HECES
11;0.2272;H.influenzae;;HECES
11;0.1960;H.influenzae;M2;HECES
11;0.1843;H.influenzae;;HECES
11;0.1909;H.influenzae;;HECES
11;0.2147;H.influenzae;M3;HECES
11;0.2140;H.influenzae;;HECES
11;0.2316;H.influenzae;;HECES
11;0.1642;H.influenzae;M4;HECES
11;0.1543;H.influenzae;;HECES
11;0.1701;H.influenzae;;HECES
11;0.1393;H.influenzae;M5;LECHE
11;0.1328;H.influenzae;;LECHE
11;0.1614;H.influenzae;;LECHE
11;0.1491;H.influenzae;M6;LECHE
11;0.1477;H.influenzae;;LECHE
11;0.1541;H.influenzae;;LECHE
11;0.1833;H.influenzae;M7;HECES
11;0.1736;H.influenzae;;HECES
11;0.1638;H.influenzae;;HECES
11;0.1579;H.influenzae;M8;LECHE
11;0.1567;H.influenzae;;LECHE
11;0.2211;H.influenzae;;LECHE
11;0.2340;H.influenzae;M9;HECES
11;0.2346;H.influenzae;;HECES
11;0.4042;H.influenzae;;HECES
11;0.2688;H.influenzae;M10;HECES
11;0.3096;H.influenzae;;HECES
11;0.3932;H.influenzae;;HECES
11;0.1871;H.influenzae;M11;LECHE
11;0.1904;H.influenzae;;LECHE
11;0.1823;H.influenzae;;LECHE
11;0.1929;H.influenzae;M12;LECHE
11;0.1989;H.influenzae;;LECHE
11;0.1780;H.influenzae;;LECHE
11;0.2387;H.influenzae;M13;HECES
11;0.2241;H.influenzae;;HECES
11;0.2291;H.influenzae;;HECES
11;0.2328;H.influenzae;M14;HECES
11;0.2373;H.influenzae;;HECES
11;0.2063;H.influenzae;;HECES
11;0.1312;H.influenzae;M15;LECHE
11;0.1212;H.influenzae;;LECHE
11;0.1251;H.influenzae;;LECHE
11;0.1866;H.influenzae;M16;HECES
11;0.1886;H.influenzae;;HECES
11;0.1836;H.influenzae;;HECES
11;0.2328;H.influenzae;M17;HECES
11;0.2538;H.influenzae;;HECES
11;0.2420;H.influenzae;;HECES
11;0.2503;H.influenzae;M18;HECES
11;0.3165;H.influenzae;;HECES
11;0.1490;H.influenzae;;HECES
11;0.1929;H.influenzae;M19;HECES
11;0.1867;H.influenzae;;HECES
11;0.3975;H.influenzae;;HECES
11;0.1930;H.influenzae;M20;HECES
11;0.2042;H.influenzae;;HECES
11;0.1948;H.influenzae;;HECES
11;0.1799;H.influenzae;M21;LECHE
11;0.1741;H.influenzae;;LECHE
11;0.1947;H.influenzae;;LECHE
11;0.5965;H.influenzae;M22;HECES
11;0.6889;H.influenzae;;HECES
11;0.6594;H.influenzae;;HECES
11;0.5965;H.influenzae;M23;LECHE
11;0.4231;H.influenzae;;LECHE
11;0.6802;H.influenzae;;LECHE
11;0.2435;H.influenzae;M24;LECHE
11;0.2305;H.influenzae;;LECHE
11;0.2346;H.influenzae;;LECHE
11;0.1267;H.influenzae;M25;HECES
11;0.1255;H.influenzae;;HECES
11;0.1255;H.influenzae;;HECES
11;0.1251;H.influenzae;M26;HECES
11;0.1256;H.influenzae;;HECES
11;0.1264;H.influenzae;;HECES
11;0.1230;H.influenzae;M27;LECHE
11;0.1224;H.influenzae;;LECHE
11;0.1230;H.influenzae;;LECHE
11;0.1227;H.influenzae;M28;LECHE
11;0.1226;H.influenzae;;LECHE
11;0.1312;H.influenzae;;LECHE
11;0.1810;H.influenzae;M29;HECES
11;0.1806;H.influenzae;;HECES
11;0.1634;H.influenzae;;HECES
11;0.1791;H.influenzae;M30;LECHE
11;0.1793;H.influenzae;;LECHE
11;0.1831;H.influenzae;;LECHE
11;0.1556;H.influenzae;M31;HECES
11;0.1546;H.influenzae;;HECES
11;0.1562;H.influenzae;;HECES
11;0.1524;H.influenzae;M32;LECHE
11;0.1572;H.influenzae;;LECHE
11;0.1522;H.influenzae;;LECHE
11;0.5150;H.influenzae;M33;LECHE
11;0.2130;H.influenzae;;LECHE
11;0.2112;H.influenzae;;LECHE
11;0.1589;H.influenzae;M34;LECHE
11;0.1546;H.influenzae;;LECHE
11;0.1577;H.influenzae;;LECHE
12;0.2063;H.influenzae;M1;HECES
12;0.1822;H.influenzae;;HECES
12;0.2368;H.influenzae;;HECES
12;0.2071;H.influenzae;M2;HECES
12;0.1835;H.influenzae;;HECES
12;0.1958;H.influenzae;;HECES
12;0.2337;H.influenzae;M3;HECES
12;0.2129;H.influenzae;;HECES
12;0.2436;H.influenzae;;HECES
12;0.1651;H.influenzae;M4;HECES
12;0.1538;H.influenzae;;HECES
12;0.1683;H.influenzae;;HECES
12;0.1399;H.influenzae;M5;LECHE
12;0.1334;H.influenzae;;LECHE
12;0.1568;H.influenzae;;LECHE
12;0.1491;H.influenzae;M6;LECHE
12;0.1471;H.influenzae;;LECHE
12;0.1533;H.influenzae;;LECHE
12;0.1853;H.influenzae;M7;HECES
12;0.1729;H.influenzae;;HECES
12;0.1621;H.influenzae;;HECES
12;0.1607;H.influenzae;M8;LECHE
12;0.1584;H.influenzae;;LECHE
12;0.2240;H.influenzae;;LECHE
12;0.2384;H.influenzae;M9;HECES
12;0.2374;H.influenzae;;HECES
12;0.4116;H.influenzae;;HECES
12;0.2639;H.influenzae;M10;HECES
12;0.3060;H.influenzae;;HECES
12;0.4148;H.influenzae;;HECES
12;0.1875;H.influenzae;M11;LECHE
12;0.1903;H.influenzae;;LECHE
12;0.1825;H.influenzae;;LECHE
12;0.1923;H.influenzae;M12;LECHE
12;0.1986;H.influenzae;;LECHE
12;0.1775;H.influenzae;;LECHE
12;0.2390;H.influenzae;M13;HECES
12;0.2253;H.influenzae;;HECES
12;0.2298;H.influenzae;;HECES
12;0.2275;H.influenzae;M14;HECES
12;0.2326;H.influenzae;;HECES
12;0.2130;H.influenzae;;HECES
12;0.1322;H.influenzae;M15;LECHE
12;0.1221;H.influenzae;;LECHE
12;0.1255;H.influenzae;;LECHE
12;0.1868;H.influenzae;M16;HECES
12;0.1882;H.influenzae;;HECES
12;0.1846;H.influenzae;;HECES
12;0.2306;H.influenzae;M17;HECES
12;0.2472;H.influenzae;;HECES
12;0.2467;H.influenzae;;HECES
12;0.2468;H.influenzae;M18;HECES
12;0.3103;H.influenzae;;HECES
12;0.1524;H.influenzae;;HECES
12;0.1936;H.influenzae;M19;HECES
12;0.1883;H.influenzae;;HECES
12;0.4052;H.influenzae;;HECES
12;0.1922;H.influenzae;M20;HECES
12;0.2026;H.influenzae;;HECES
12;0.2019;H.influenzae;;HECES
12;0.1792;H.influenzae;M21;LECHE
12;0.1759;H.influenzae;;LECHE
12;0.2001;H.influenzae;;LECHE
12;0.5864;H.influenzae;M22;HECES
12;0.7026;H.influenzae;;HECES
12;0.6720;H.influenzae;;HECES
12;0.5864;H.influenzae;M23;LECHE
12;0.4370;H.influenzae;;LECHE
12;0.6903;H.influenzae;;LECHE
12;0.2450;H.influenzae;M24;LECHE
12;0.2317;H.influenzae;;LECHE
12;0.2347;H.influenzae;;LECHE
12;0.1281;H.influenzae;M25;HECES
12;0.1255;H.influenzae;;HECES
12;0.1271;H.influenzae;;HECES
12;0.1265;H.influenzae;M26;HECES
12;0.1261;H.influenzae;;HECES
12;0.1280;H.influenzae;;HECES
12;0.1238;H.influenzae;M27;LECHE
12;0.1229;H.influenzae;;LECHE
12;0.1242;H.influenzae;;LECHE
12;0.1237;H.influenzae;M28;LECHE
12;0.1227;H.influenzae;;LECHE
12;0.1310;H.influenzae;;LECHE
12;0.1814;H.influenzae;M29;HECES
12;0.1792;H.influenzae;;HECES
12;0.1626;H.influenzae;;HECES
12;0.1792;H.influenzae;M30;LECHE
12;0.1786;H.influenzae;;LECHE
12;0.1850;H.influenzae;;LECHE
12;0.1561;H.influenzae;M31;HECES
12;0.1544;H.influenzae;;HECES
12;0.1565;H.influenzae;;HECES
12;0.1509;H.influenzae;M32;LECHE
12;0.1571;H.influenzae;;LECHE
12;0.1516;H.influenzae;;LECHE
12;0.5210;H.influenzae;M33;LECHE
12;0.2129;H.influenzae;;LECHE
12;0.2091;H.influenzae;;LECHE
12;0.1600;H.influenzae;M34;LECHE
12;0.1543;H.influenzae;;LECHE
12;0.1593;H.influenzae;;LECHE
13;0.2055;H.influenzae;M1;HECES
13;0.1835;H.influenzae;;HECES
13;0.2484;H.influenzae;;HECES
13;0.2109;H.influenzae;M2;HECES
13;0.1824;H.influenzae;;HECES
13;0.2018;H.influenzae;;HECES
13;0.2506;H.influenzae;M3;HECES
13;0.2170;H.influenzae;;HECES
13;0.2577;H.influenzae;;HECES
13;0.1646;H.influenzae;M4;HECES
13;0.1510;H.influenzae;;HECES
13;0.1683;H.influenzae;;HECES
13;0.1406;H.influenzae;M5;LECHE
13;0.1339;H.influenzae;;LECHE
13;0.1615;H.influenzae;;LECHE
13;0.1502;H.influenzae;M6;LECHE
13;0.1477;H.influenzae;;LECHE
13;0.1553;H.influenzae;;LECHE
13;0.1860;H.influenzae;M7;HECES
13;0.1723;H.influenzae;;HECES
13;0.1627;H.influenzae;;HECES
13;0.1625;H.influenzae;M8;LECHE
13;0.1614;H.influenzae;;LECHE
13;0.2312;H.influenzae;;LECHE
13;0.2414;H.influenzae;M9;HECES
13;0.2381;H.influenzae;;HECES
13;0.4152;H.influenzae;;HECES
13;0.2616;H.influenzae;M10;HECES
13;0.3249;H.influenzae;;HECES
13;0.4304;H.influenzae;;HECES
13;0.1890;H.influenzae;M11;LECHE
13;0.1902;H.influenzae;;LECHE
13;0.1857;H.influenzae;;LECHE
13;0.1952;H.influenzae;M12;LECHE
13;0.2006;H.influenzae;;LECHE
13;0.1788;H.influenzae;;LECHE
13;0.2407;H.influenzae;M13;HECES
13;0.2253;H.influenzae;;HECES
13;0.2310;H.influenzae;;HECES
13;0.2274;H.influenzae;M14;HECES
13;0.2286;H.influenzae;;HECES
13;0.2213;H.influenzae;;HECES
13;0.1343;H.influenzae;M15;LECHE
13;0.1229;H.influenzae;;LECHE
13;0.1264;H.influenzae;;LECHE
13;0.1877;H.influenzae;M16;HECES
13;0.1908;H.influenzae;;HECES
13;0.1880;H.influenzae;;HECES
13;0.2287;H.influenzae;M17;HECES
13;0.2421;H.influenzae;;HECES
13;0.2529;H.influenzae;;HECES
13;0.2447;H.influenzae;M18;HECES
13;0.3091;H.influenzae;;HECES
13;0.1522;H.influenzae;;HECES
13;0.1941;H.influenzae;M19;HECES
13;0.1889;H.influenzae;;HECES
13;0.4221;H.influenzae;;HECES
13;0.1942;H.influenzae;M20;HECES
13;0.2023;H.influenzae;;HECES
13;0.2083;H.influenzae;;HECES
13;0.1797;H.influenzae;M21;LECHE
13;0.1745;H.influenzae;;LECHE
13;0.2055;H.influenzae;;LECHE
13;0.5856;H.influenzae;M22;HECES
13;0.7188;H.influenzae;;HECES
13;0.6772;H.influenzae;;HECES
13;0.5856;H.influenzae;M23;LECHE
13;0.4483;H.influenzae;;LECHE
13;0.6954;H.influenzae;;LECHE
13;0.2442;H.influenzae;M24;LECHE
13;0.2296;H.influenzae;;LECHE
13;0.2373;H.influenzae;;LECHE
13;0.1286;H.influenzae;M25;HECES
13;0.1267;H.influenzae;;HECES
13;0.1277;H.influenzae;;HECES
13;0.1268;H.influenzae;M26;HECES
13;0.1274;H.influenzae;;HECES
13;0.1284;H.influenzae;;HECES
13;0.1243;H.influenzae;M27;LECHE
13;0.1238;H.influenzae;;LECHE
13;0.1251;H.influenzae;;LECHE
13;0.1242;H.influenzae;M28;LECHE
13;0.1235;H.influenzae;;LECHE
13;0.1324;H.influenzae;;LECHE
13;0.1812;H.influenzae;M29;HECES
13;0.1791;H.influenzae;;HECES
13;0.1641;H.influenzae;;HECES
13;0.1796;H.influenzae;M30;LECHE
13;0.1789;H.influenzae;;LECHE
13;0.1875;H.influenzae;;LECHE
13;0.1585;H.influenzae;M31;HECES
13;0.1563;H.influenzae;;HECES
13;0.1582;H.influenzae;;HECES
13;0.1528;H.influenzae;M32;LECHE
13;0.1588;H.influenzae;;LECHE
13;0.1527;H.influenzae;;LECHE
13;0.5248;H.influenzae;M33;LECHE
13;0.2133;H.influenzae;;LECHE
13;0.2120;H.influenzae;;LECHE
13;0.1623;H.influenzae;M34;LECHE
13;0.1551;H.influenzae;;LECHE
13;0.1579;H.influenzae;;LECHE
14;0.2042;H.influenzae;M1;HECES
14;0.1818;H.influenzae;;HECES
14;0.2587;H.influenzae;;HECES
14;0.2153;H.influenzae;M2;HECES
14;0.1820;H.influenzae;;HECES
14;0.2056;H.influenzae;;HECES
14;0.2528;H.influenzae;M3;HECES
14;0.2297;H.influenzae;;HECES
14;0.2671;H.influenzae;;HECES
14;0.1670;H.influenzae;M4;HECES
14;0.1494;H.influenzae;;HECES
14;0.1714;H.influenzae;;HECES
14;0.1412;H.influenzae;M5;LECHE
14;0.1342;H.influenzae;;LECHE
14;0.1604;H.influenzae;;LECHE
